predictions,gts,ids
left,left,"""training_data/easy/boards/boards1267/step_3.png"""
left,left,"""training_data/easy/boards/boards1267/step_4.png"""
left,left,"""training_data/easy/boards/boards1267/step_5.png"""
down,down,"""training_data/easy/boards/boards1267/step_6.png"""
grip,grip,"""training_data/easy/boards/boards1267/step_7.png"""
right,right,"""training_data/easy/boards/boards292/step_0.png"""
right,up,"""training_data/easy/boards/boards292/step_1.png"""
right,up,"""training_data/easy/boards/boards292/step_2.png"""
right,right,"""training_data/easy/boards/boards292/step_3.png"""
right,right,"""training_data/easy/boards/boards292/step_4.png"""
right,right,"""training_data/easy/boards/boards292/step_5.png"""
right,right,"""training_data/easy/boards/boards292/step_6.png"""
up,up,"""training_data/easy/boards/boards292/step_7.png"""
grip,grip,"""training_data/easy/boards/boards292/step_8.png"""
left,left,"""training_data/easy/boards/boards2737/step_0.png"""
left,left,"""training_data/easy/boards/boards2737/step_1.png"""
left,left,"""training_data/easy/boards/boards2737/step_2.png"""
left,left,"""training_data/easy/boards/boards2737/step_3.png"""
left,up,"""training_data/easy/boards/boards2737/step_4.png"""
left,up,"""training_data/easy/boards/boards2737/step_5.png"""
left,left,"""training_data/easy/boards/boards2737/step_6.png"""
left,up,"""training_data/easy/boards/boards2737/step_7.png"""
left,left,"""training_data/easy/boards/boards2737/step_8.png"""
left,left,"""training_data/easy/boards/boards2737/step_9.png"""
grip,grip,"""training_data/easy/boards/boards2737/step_10.png"""
right,right,"""training_data/easy/boards/boards2612/step_0.png"""
right,right,"""training_data/easy/boards/boards2612/step_1.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards2612/step_2.png"""
right,right,"""training_data/easy/boards/boards2612/step_3.png"""
right,right,"""training_data/easy/boards/boards2612/step_4.png"""
right,right,"""training_data/easy/boards/boards2612/step_5.png"""
right,right,"""training_data/easy/boards/boards2612/step_6.png"""
grip,grip,"""training_data/easy/boards/boards2612/step_7.png"""
down,down,"""training_data/easy/boards/boards829/step_0.png"""
down,down,"""training_data/easy/boards/boards829/step_1.png"""
down,down,"""training_data/easy/boards/boards829/step_2.png"""
left,left,"""training_data/easy/boards/boards829/step_3.png"""
down,down,"""training_data/easy/boards/boards829/step_4.png"""
left,left,"""training_data/easy/boards/boards829/step_5.png"""
grip,grip,"""training_data/easy/boards/boards829/step_6.png"""
right,right,"""training_data/easy/boards/boards793/step_0.png"""
right,right,"""training_data/easy/boards/boards793/step_1.png"""
right,up,"""training_data/easy/boards/boards793/step_2.png"""
right,right,"""training_data/easy/boards/boards793/step_3.png"""
right,right,"""training_data/easy/boards/boards793/step_4.png"""
right up right,right,"""training_data/easy/boards/boards793/step_5.png"""
right,right,"""training_data/easy/boards/boards793/step_6.png"""
up right,up,"""training_data/easy/boards/boards793/step_7.png"""
right,right,"""training_data/easy/boards/boards793/step_8.png"""
grip,grip,"""training_data/easy/boards/boards793/step_9.png"""
left,left,"""training_data/easy/boards/boards555/step_0.png"""
left,left,"""training_data/easy/boards/boards555/step_1.png"""
left,left,"""training_data/easy/boards/boards555/step_2.png"""
left,left,"""training_data/easy/boards/boards555/step_3.png"""
left,left,"""training_data/easy/boards/boards555/step_4.png"""
up,up,"""training_data/easy/boards/boards555/step_5.png"""
left,left,"""training_data/easy/boards/boards555/step_6.png"""
grip,grip,"""training_data/easy/boards/boards555/step_7.png"""
left,up,"""training_data/easy/boards/boards1534/step_0.png"""
left,left,"""training_data/easy/boards/boards1534/step_1.png"""
up left,left,"""training_data/easy/boards/boards1534/step_2.png"""
up left,up,"""training_data/easy/boards/boards1534/step_3.png"""
up left,up,"""training_data/easy/boards/boards1534/step_4.png"""
left,up,"""training_data/easy/boards/boards1534/step_5.png"""
left,left,"""training_data/easy/boards/boards1534/step_6.png"""
left,up,"""training_data/easy/boards/boards1534/step_7.png"""
left,left,"""training_data/easy/boards/boards1534/step_8.png"""
left,left,"""training_data/easy/boards/boards1534/step_9.png"""
up,up,"""training_data/easy/boards/boards1534/step_10.png"""
up,left,"""training_data/easy/boards/boards1534/step_11.png"""
up,up,"""training_data/easy/boards/boards1534/step_12.png"""
grip,grip,"""training_data/easy/boards/boards1534/step_13.png"""
left,up,"""training_data/easy/boards/boards2871/step_0.png"""
left,left,"""training_data/easy/boards/boards2871/step_1.png"""
left,left,"""training_data/easy/boards/boards2871/step_2.png"""
up left,up,"""training_data/easy/boards/boards2871/step_3.png"""
left,up,"""training_data/easy/boards/boards2871/step_4.png"""
left,up,"""training_data/easy/boards/boards2871/step_5.png"""
left,left,"""training_data/easy/boards/boards2871/step_6.png"""
left,up,"""training_data/easy/boards/boards2871/step_7.png"""
left,up,"""training_data/easy/boards/boards2871/step_8.png"""
left,left,"""training_data/easy/boards/boards2871/step_9.png"""
left,left,"""training_data/easy/boards/boards2871/step_10.png"""
left,left,"""training_data/easy/boards/boards2871/step_11.png"""
left,left,"""training_data/easy/boards/boards2871/step_12.png"""
grip,grip,"""training_data/easy/boards/boards2871/step_13.png"""
left,left,"""training_data/easy/boards/boards161/step_0.png"""
left,left,"""training_data/easy/boards/boards161/step_1.png"""
left,up,"""training_data/easy/boards/boards161/step_2.png"""
left,left,"""training_data/easy/boards/boards161/step_3.png"""
left,left,"""training_data/easy/boards/boards161/step_4.png"""
left,left,"""training_data/easy/boards/boards161/step_5.png"""
left,up,"""training_data/easy/boards/boards161/step_6.png"""
left,left,"""training_data/easy/boards/boards161/step_7.png"""
up,up,"""training_data/easy/boards/boards161/step_8.png"""
left,left,"""training_data/easy/boards/boards161/step_9.png"""
grip,grip,"""training_data/easy/boards/boards161/step_10.png"""
left,left,"""training_data/easy/boards/boards2065/step_0.png"""
left,left,"""training_data/easy/boards/boards2065/step_1.png"""
up left,left,"""training_data/easy/boards/boards2065/step_2.png"""
up left,up,"""training_data/easy/boards/boards2065/step_3.png"""
up left,up,"""training_data/easy/boards/boards2065/step_4.png"""
up left,left,"""training_data/easy/boards/boards2065/step_5.png"""
up left,left,"""training_data/easy/boards/boards2065/step_6.png"""
up,left,"""training_data/easy/boards/boards2065/step_7.png"""
up,up,"""training_data/easy/boards/boards2065/step_8.png"""
up,up,"""training_data/easy/boards/boards2065/step_9.png"""
up,up,"""training_data/easy/boards/boards2065/step_10.png"""
grip,grip,"""training_data/easy/boards/boards2065/step_11.png"""
down,down,"""training_data/easy/boards/boards2572/step_0.png"""
down,down,"""training_data/easy/boards/boards2572/step_1.png"""
down,down,"""training_data/easy/boards/boards2572/step_2.png"""
left,left,"""training_data/easy/boards/boards2572/step_3.png"""
down,down,"""training_data/easy/boards/boards2572/step_4.png"""
grip,grip,"""training_data/easy/boards/boards2572/step_5.png"""
right,right,"""training_data/easy/boards/boards836/step_0.png"""
right,right,"""training_data/easy/boards/boards836/step_1.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards836/step_2.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards836/step_3.png"""
right,right,"""training_data/easy/boards/boards836/step_4.png"""
right,right,"""training_data/easy/boards/boards836/step_5.png"""
grip,grip,"""training_data/easy/boards/boards836/step_6.png"""
up,up,"""training_data/easy/boards/boards806/step_0.png"""
up,left,"""training_data/easy/boards/boards806/step_1.png"""
up,up,"""training_data/easy/boards/boards806/step_2.png"""
up,up,"""training_data/easy/boards/boards806/step_3.png"""
up,up,"""training_data/easy/boards/boards806/step_4.png"""
up,left,"""training_data/easy/boards/boards806/step_5.png"""
up,up,"""training_data/easy/boards/boards806/step_6.png"""
left,left,"""training_data/easy/boards/boards806/step_7.png"""
grip,grip,"""training_data/easy/boards/boards806/step_8.png"""
up,up,"""training_data/easy/boards/boards94/step_0.png"""
up,right,"""training_data/easy/boards/boards94/step_1.png"""
up,up,"""training_data/easy/boards/boards94/step_2.png"""
right,right,"""training_data/easy/boards/boards94/step_3.png"""
up,up,"""training_data/easy/boards/boards94/step_4.png"""
grip,grip,"""training_data/easy/boards/boards94/step_5.png"""
right,right,"""training_data/easy/boards/boards438/step_0.png"""
right,right,"""training_data/easy/boards/boards438/step_1.png"""
right,right,"""training_data/easy/boards/boards438/step_2.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,down,"""training_data/easy/boards/boards438/step_3.png"""
right,right,"""training_data/easy/boards/boards438/step_4.png"""
right,right,"""training_data/easy/boards/boards438/step_5.png"""
grip,grip,"""training_data/easy/boards/boards438/step_6.png"""
up,up,"""training_data/easy/boards/boards1654/step_0.png"""
up,right,"""training_data/easy/boards/boards1654/step_1.png"""
up,up,"""training_data/easy/boards/boards1654/step_2.png"""
up,right,"""training_data/easy/boards/boards1654/step_3.png"""
up,up,"""training_data/easy/boards/boards1654/step_4.png"""
grip,grip,"""training_data/easy/boards/boards1654/step_5.png"""
right,right,"""training_data/easy/boards/boards41/step_0.png"""
right,right,"""training_data/easy/boards/boards41/step_1.png"""
right,right,"""training_data/easy/boards/boards41/step_2.png"""
right,right,"""training_data/easy/boards/boards41/step_3.png"""
grip,grip,"""training_data/easy/boards/boards41/step_4.png"""
left down,left,"""training_data/easy/boards/boards3009/step_0.png"""
left down,down,"""training_data/easy/boards/boards3009/step_1.png"""
left down,left,"""training_data/easy/boards/boards3009/step_2.png"""
left,left,"""training_data/easy/boards/boards3009/step_3.png"""
down left,down,"""training_data/easy/boards/boards3009/step_4.png"""
down left,down,"""training_data/easy/boards/boards3009/step_5.png"""
left,left,"""training_data/easy/boards/boards3009/step_6.png"""
down left,left,"""training_data/easy/boards/boards3009/step_7.png"""
down,down,"""training_data/easy/boards/boards3009/step_8.png"""
down,down,"""training_data/easy/boards/boards3009/step_9.png"""
down left,down,"""training_data/easy/boards/boards3009/step_10.png"""
left,left,"""training_data/easy/boards/boards3009/step_11.png"""
grip,grip,"""training_data/easy/boards/boards3009/step_12.png"""
up,up,"""training_data/easy/boards/boards3070/step_0.png"""
up,up,"""training_data/easy/boards/boards3070/step_1.png"""
up,up,"""training_data/easy/boards/boards3070/step_2.png"""
up,up,"""training_data/easy/boards/boards3070/step_3.png"""
up,up,"""training_data/easy/boards/boards3070/step_4.png"""
up,right,"""training_data/easy/boards/boards3070/step_5.png"""
